loan_id,customer_id,loan_type,loan_amount,outstanding_balance,interest_rate,term_months,delinquency_status,origination_date,monthly_payment,branch_id,source_system,created_at
LN0002393,CUST001219,PERSONAL,25128.65,6251.25,7.26,60,CURRENT,2020-03-29,504.61,BR015,LOAN_ORIGINATION_v2.1,2020-03-29 06:02:50
LN0002394,CUST002320,MORTGAGE,193556.7,169111.99,11.34,360,CURRENT,2020-02-26,571.86,BR015,LOAN_ORIGINATION_v2.1,2020-02-26 05:57:47
LN0002395,CUST003758,PERSONAL,42483.89,32992.32,22.59,12,CLOSED,2019-03-27,3965.33,BR001,LOAN_ORIGINATION_v2.1,2019-03-27 16:17:13
LN0002396,CUST004122,PERSONAL,39309.57,26540.0,13.27,12,CURRENT,2020-02-05,3703.0,BR022,LOAN_ORIGINATION_v2.1,2020-02-05 22:03:35
LN0002397,CUST003749,AUTO,51345.86,32009.18,12.99,84,CURRENT,2022-04-27,628.43,BR024,LOAN_ORIGINATION_v2.1,2022-04-27 12:39:49
LN0002398,CUST004107,CREDIT_LINE,8270.91,2558.62,24.9,48,CURRENT,2019-12-30,198.1,BR019,LOAN_ORIGINATION_v2.1,2019-12-30 03:56:11
LN0002399,CUST001637,CREDIT_LINE,5016.51,4029.24,4.7,60,CURRENT,2022-07-18,101.95,BR022,LOAN_ORIGINATION_v2.1,2022-07-18 14:18:46
LN0002400,CUST002900,PERSONAL,19610.97,10138.89,19.37,36,CURRENT,2018-11-22,569.82,BR022,LOAN_ORIGINATION_v2.1,2018-11-22 10:57:17
LN0002401,CUST001420,CREDIT_LINE,11804.72,2824.52,15.13,120,60_DPD,2023-05-18,121.91,BR012,LOAN_ORIGINATION_v2.1,2023-05-18 12:10:53
LN0002402,CUST001869,MORTGAGE,216334.66,85441.54,5.99,180,CURRENT,2019-02-17,1290.36,BR015,LOAN_ORIGINATION_v2.1,2019-02-17 16:36:50
LN0002403,CUST001548,MORTGAGE,121012.61,24336.31,10.4,24,CURRENT,2018-03-12,6091.28,BR015,LOAN_ORIGINATION_v2.1,2018-03-12 15:57:53
LN0002404,CUST003590,AUTO,24774.3,4972.03,22.62,84,CURRENT,2020-02-09,321.8,BR010,LOAN_ORIGINATION_v2.1,2020-02-09 21:00:05
LN0002405,CUST002976,MORTGAGE,394522.96,239589.31,4.41,360,CURRENT,2023-02-25,1407.96,BR023,LOAN_ORIGINATION_v2.1,2023-02-25 04:50:20
LN0002406,CUST001699,AUTO,43789.46,6440.65,3.89,360,CURRENT,2022-06-02,132.09,BR025,LOAN_ORIGINATION_v2.1,2022-06-02 14:44:40
LN0002407,CUST003865,AUTO,15726.27,9499.51,8.32,12,CURRENT,2018-01-07,1520.25,BR004,LOAN_ORIGINATION_v2.1,2018-01-07 00:26:41
LN0002408,CUST004202,PERSONAL,35636.04,23353.2,7.67,48,30_DPD,2018-02-26,793.6,BR001,LOAN_ORIGINATION_v2.1,2018-02-26 16:58:56
LN0002409,CUST000974,MORTGAGE,271972.14,229598.44,8.86,24,30_DPD,2019-10-02,11703.86,BR023,LOAN_ORIGINATION_v2.1,2019-10-02 09:20:32
LN0002410,CUST002240,AUTO,53371.78,31796.1,14.56,60,60_DPD,2018-03-31,1131.99,BR018,LOAN_ORIGINATION_v2.1,2018-03-31 14:20:40
LN0002411,CUST000048,MORTGAGE,400550.52,243789.65,24.75,84,CURRENT,2022-03-30,4966.05,BR006,LOAN_ORIGINATION_v2.1,2022-03-30 05:16:55
LN0002412,CUST001333,PERSONAL,7525.51,1016.66,16.19,360,90_DPD,2022-02-03,22.38,BR023,LOAN_ORIGINATION_v2.1,2022-02-03 08:11:48
LN0002413,CUST002633,PERSONAL,42350.76,37556.71,5.52,48,CURRENT,2021-05-15,929.56,BR009,LOAN_ORIGINATION_v2.1,2021-05-15 15:44:22
LN0002414,CUST001469,CREDIT_LINE,20846.86,19170.4,23.01,120,30_DPD,2022-10-12,202.02,BR013,LOAN_ORIGINATION_v2.1,2022-10-12 10:24:02
LN0002415,CUST000299,AUTO,60058.71,27244.77,4.34,360,CURRENT,2020-03-10,201.79,BR018,LOAN_ORIGINATION_v2.1,2020-03-10 19:48:56
LN0002416,CUST002503,PERSONAL,42490.03,35811.93,16.11,60,CURRENT,2020-03-07,782.75,BR002,LOAN_ORIGINATION_v2.1,2020-03-07 14:38:10
LN0002417,CUST001054,MORTGAGE,216616.09,173375.31,7.27,180,CURRENT,2019-06-02,1369.27,BR001,LOAN_ORIGINATION_v2.1,2019-06-02 05:28:47
LN0002418,CUST002263,PERSONAL,49602.63,27028.27,10.75,360,CURRENT,2018-05-25,173.1,BR001,LOAN_ORIGINATION_v2.1,2018-05-25 08:34:27
LN0002419,CUST001145,MORTGAGE,413138.77,221572.66,22.98,36,CURRENT,2022-01-16,11870.76,BR012,LOAN_ORIGINATION_v2.1,2022-01-16 23:58:20
LN0002420,CUST001471,PERSONAL,9233.56,1497.1,6.09,48,CURRENT,2019-04-03,208.94,BR024,LOAN_ORIGINATION_v2.1,2019-04-03 07:20:24
LN0002421,CUST001139,AUTO,62614.74,15203.98,13.43,360,30_DPD,2019-12-28,215.39,BR015,LOAN_ORIGINATION_v2.1,2019-12-28 13:43:04
LN0002422,CUST000702,MORTGAGE,309190.11,225822.53,12.25,360,CURRENT,2018-12-07,1039.85,BR010,LOAN_ORIGINATION_v2.1,2018-12-07 12:19:48
LN0002423,CUST000668,CREDIT_LINE,23004.24,8230.78,19.82,180,CURRENT,2020-10-26,142.41,BR018,LOAN_ORIGINATION_v2.1,2020-10-26 12:07:04
LN0002424,CUST001519,MORTGAGE,439146.98,352706.97,16.3,120,CURRENT,2022-07-17,4128.46,BR010,LOAN_ORIGINATION_v2.1,2022-07-17 23:43:09
LN0002425,CUST003694,PERSONAL,20626.96,12549.88,19.9,36,CURRENT,2019-05-07,606.15,BR025,LOAN_ORIGINATION_v2.1,2019-05-07 18:47:21
LN0002426,CUST004124,MORTGAGE,205545.25,189650.31,24.76,12,90_DPD,2023-01-29,17567.56,BR001,LOAN_ORIGINATION_v2.1,2023-01-29 22:04:14
LN0002427,CUST004741,MORTGAGE,330709.6,103449.32,22.35,360,CLOSED,2022-01-03,1061.51,BR006,LOAN_ORIGINATION_v2.1,2022-01-03 00:02:05
LN0002428,CUST004894,PERSONAL,10964.67,6887.48,13.92,24,30_DPD,2020-02-17,485.34,BR006,LOAN_ORIGINATION_v2.1,2020-02-17 03:59:15
LN0002429,CUST004947,MORTGAGE,109406.11,72431.6,8.46,24,CURRENT,2022-05-20,4778.63,BR009,LOAN_ORIGINATION_v2.1,2022-05-20 16:37:25
LN0002430,CUST000774,PERSONAL,43808.43,33023.85,9.59,84,CURRENT,2020-04-03,596.98,BR006,LOAN_ORIGINATION_v2.1,2020-04-03 14:34:21
LN0002431,CUST003081,AUTO,60077.83,21697.09,20.63,36,30_DPD,2023-02-07,2033.75,BR015,LOAN_ORIGINATION_v2.1,2023-02-07 05:10:41
LN0002432,CUST001342,CREDIT_LINE,2357.67,1101.58,11.92,12,CURRENT,2020-08-26,229.98,BR019,LOAN_ORIGINATION_v2.1,2020-08-26 18:19:03
LN0002433,CUST002509,PERSONAL,7157.71,1492.72,13.65,120,CURRENT,2018-01-18,69.17,BR006,LOAN_ORIGINATION_v2.1,2018-01-18 20:06:10
LN0002434,CUST004660,MORTGAGE,275434.48,106161.87,18.98,36,60_DPD,2022-10-09,9578.18,BR007,LOAN_ORIGINATION_v2.1,2022-10-09 08:14:31
LN0002435,CUST001438,CREDIT_LINE,13842.83,8407.45,16.4,180,CURRENT,2022-05-28,99.58,BR006,LOAN_ORIGINATION_v2.1,2022-05-28 17:12:16
LN0002436,CUST001205,CREDIT_LINE,23593.07,9070.62,23.15,48,CURRENT,2021-06-14,573.42,BR012,LOAN_ORIGINATION_v2.1,2021-06-14 21:54:56
LN0002437,CUST000395,AUTO,12272.94,3120.09,18.74,120,30_DPD,2019-06-22,124.86,BR020,LOAN_ORIGINATION_v2.1,2019-06-22 10:37:39
LN0002438,CUST002384,MORTGAGE,244798.99,215107.4,9.75,360,CURRENT,2019-02-10,717.39,BR018,LOAN_ORIGINATION_v2.1,2019-02-10 13:14:00
LN0002439,CUST004874,MORTGAGE,554666.19,416851.05,5.63,12,CURRENT,2020-02-29,58504.55,BR005,LOAN_ORIGINATION_v2.1,2020-02-29 14:09:09
LN0002440,CUST000853,MORTGAGE,217995.79,132162.43,5.0,12,CURRENT,2019-08-02,22318.7,BR004,LOAN_ORIGINATION_v2.1,2019-08-02 12:06:43
LN0002441,CUST001452,MORTGAGE,330365.82,228833.38,12.76,120,30_DPD,2023-04-04,3138.33,BR007,LOAN_ORIGINATION_v2.1,2023-04-04 10:46:25
LN0002442,CUST000450,MORTGAGE,585191.66,372805.55,9.23,36,CURRENT,2022-03-03,17308.91,BR016,LOAN_ORIGINATION_v2.1,2022-03-03 23:31:38
LN0002443,CUST000408,AUTO,20147.79,19163.33,9.04,360,CURRENT,2021-07-16,68.34,BR004,LOAN_ORIGINATION_v2.1,2021-07-16 01:32:18
LN0002444,CUST003407,PERSONAL,37077.75,22281.94,20.97,24,CURRENT,2022-03-17,1615.99,BR017,LOAN_ORIGINATION_v2.1,2022-03-17 21:02:10
LN0002445,CUST002444,PERSONAL,14318.98,5945.92,20.46,120,CURRENT,2023-04-16,151.78,BR009,LOAN_ORIGINATION_v2.1,2023-04-16 03:24:51
LN0002446,CUST004774,MORTGAGE,566786.36,441194.24,10.96,60,30_DPD,2022-08-04,11095.68,BR007,LOAN_ORIGINATION_v2.1,2022-08-04 09:07:45
LN0002447,CUST002040,PERSONAL,3670.85,3127.91,11.31,12,CURRENT,2018-11-05,347.46,BR020,LOAN_ORIGINATION_v2.1,2018-11-05 07:12:44
LN0002448,CUST001265,PERSONAL,9064.98,7314.14,17.65,180,CURRENT,2020-11-21,52.31,BR006,LOAN_ORIGINATION_v2.1,2020-11-21 08:13:44
LN0002449,CUST001404,MORTGAGE,209217.79,187778.14,7.47,36,CURRENT,2019-01-01,6461.61,BR010,LOAN_ORIGINATION_v2.1,2019-01-01 12:35:25
LN0002450,CUST003942,PERSONAL,28934.89,19174.48,8.81,84,CURRENT,2021-02-10,404.05,BR018,LOAN_ORIGINATION_v2.1,2021-02-10 06:37:32
LN0002451,CUST004030,MORTGAGE,210709.98,204408.74,6.69,180,CURRENT,2021-08-22,1325.74,BR016,LOAN_ORIGINATION_v2.1,2021-08-22 13:57:41
LN0002452,CUST001757,AUTO,40121.57,36291.7,12.25,84,CURRENT,2021-10-10,535.05,BR006,LOAN_ORIGINATION_v2.1,2021-10-10 20:37:22
LN0002453,CUST000940,AUTO,35521.41,23017.69,15.93,12,60_DPD,2020-07-17,2994.26,BR007,LOAN_ORIGINATION_v2.1,2020-07-17 18:11:44
LN0002454,CUST001647,AUTO,15764.87,8664.06,9.39,24,CURRENT,2023-04-02,735.69,BR010,LOAN_ORIGINATION_v2.1,2023-04-02 19:26:52
LN0002455,CUST001457,PERSONAL,38707.59,4754.87,18.93,60,CURRENT,2020-08-01,821.8,BR020,LOAN_ORIGINATION_v2.1,2020-08-01 14:01:12
LN0002456,CUST002480,AUTO,26973.73,9513.61,9.96,360,CLOSED,2020-10-06,81.03,BR006,LOAN_ORIGINATION_v2.1,2020-10-06 10:04:43
LN0002457,CUST000041,PERSONAL,27349.41,3570.49,6.37,120,60_DPD,2020-10-16,243.92,BR012,LOAN_ORIGINATION_v2.1,2020-10-16 02:44:57
LN0002458,CUST001373,CREDIT_LINE,2509.19,2234.01,24.82,60,CURRENT,2022-02-23,44.2,BR020,LOAN_ORIGINATION_v2.1,2022-02-23 22:24:02
LN0002459,CUST000125,MORTGAGE,360968.26,211165.25,11.92,84,CURRENT,2018-05-24,4304.94,BR009,LOAN_ORIGINATION_v2.1,2018-05-24 11:59:40
LN0002460,CUST003346,MORTGAGE,428694.92,187392.27,7.61,180,CURRENT,2018-11-22,2683.22,BR003,LOAN_ORIGINATION_v2.1,2018-11-22 22:31:13
LN0002461,CUST002677,CREDIT_LINE,1317.48,602.54,23.36,84,CURRENT,2020-03-27,19.85,BR015,LOAN_ORIGINATION_v2.1,2020-03-27 08:52:14
LN0002462,CUST004488,PERSONAL,48699.7,23358.9,4.58,36,CURRENT,2018-11-20,1599.79,BR016,LOAN_ORIGINATION_v2.1,2018-11-20 01:56:29
LN0002463,CUST000973,AUTO,27095.55,24357.3,16.19,48,CURRENT,2020-09-21,732.87,BR017,LOAN_ORIGINATION_v2.1,2020-09-21 07:06:35
LN0002464,CUST003263,PERSONAL,21866.89,14682.48,16.91,360,CURRENT,2021-07-26,62.65,BR018,LOAN_ORIGINATION_v2.1,2021-07-26 13:36:55
LN0002465,CUST000584,CREDIT_LINE,22460.66,8024.03,10.01,180,CURRENT,2022-09-17,154.4,BR003,LOAN_ORIGINATION_v2.1,2022-09-17 05:58:17
LN0002466,CUST003088,AUTO,33797.66,12303.56,13.42,84,90_DPD,2022-04-30,513.85,BR015,LOAN_ORIGINATION_v2.1,2022-04-30 23:27:54
LN0002467,CUST004779,MORTGAGE,100622.17,60061.75,14.41,84,CURRENT,2020-11-28,1392.05,BR012,LOAN_ORIGINATION_v2.1,2020-11-28 03:38:23
LN0002468,CUST003427,CREDIT_LINE,7447.64,6465.94,18.67,36,CURRENT,2019-12-21,267.34,BR003,LOAN_ORIGINATION_v2.1,2019-12-21 16:28:56
LN0002469,CUST000551,PERSONAL,16765.89,8810.56,4.6,36,CURRENT,2021-02-04,555.48,BR013,LOAN_ORIGINATION_v2.1,2021-02-04 12:40:45
LN0002470,CUST001720,MORTGAGE,288495.52,49951.63,4.72,360,CURRENT,2023-04-23,909.71,BR019,LOAN_ORIGINATION_v2.1,2023-04-23 14:48:11
LN0002471,CUST001995,MORTGAGE,103445.5,47402.99,21.05,60,CURRENT,2020-10-09,2118.06,BR009,LOAN_ORIGINATION_v2.1,2020-10-09 00:24:56
LN0002472,CUST004399,CREDIT_LINE,23192.45,22680.02,12.14,120,CURRENT,2018-05-02,238.44,BR006,LOAN_ORIGINATION_v2.1,2018-05-02 09:19:19
LN0002473,CUST001910,MORTGAGE,254060.16,143217.82,7.83,48,30_DPD,2022-08-01,5652.95,BR003,LOAN_ORIGINATION_v2.1,2022-08-01 18:23:14
LN0002474,CUST002952,MORTGAGE,209478.37,181375.96,14.49,84,CLOSED,2019-04-26,3006.85,BR017,LOAN_ORIGINATION_v2.1,2019-04-26 12:49:12
LN0002475,CUST004152,PERSONAL,48113.97,45551.54,20.84,12,CURRENT,2019-06-25,4396.66,BR009,LOAN_ORIGINATION_v2.1,2019-06-25 03:46:01
LN0002476,CUST000707,AUTO,33562.16,20494.94,3.96,12,60_DPD,2018-09-30,3579.5,BR001,LOAN_ORIGINATION_v2.1,2018-09-30 08:54:55
LN0002477,CUST003119,MORTGAGE,186716.99,85753.15,21.75,120,CURRENT,2019-06-06,1562.08,BR023,LOAN_ORIGINATION_v2.1,2019-06-06 08:24:27
LN0002478,CUST002233,AUTO,31144.29,22569.24,23.25,60,CURRENT,2020-03-08,529.89,BR005,LOAN_ORIGINATION_v2.1,2020-03-08 22:28:50
LN0002479,CUST003634,CREDIT_LINE,17522.17,1807.68,22.06,84,CURRENT,2021-07-10,227.06,BR025,LOAN_ORIGINATION_v2.1,2021-07-10 05:11:27
LN0002480,CUST004831,MORTGAGE,112462.87,24719.41,22.34,36,CURRENT,2018-09-22,4020.52,BR012,LOAN_ORIGINATION_v2.1,2018-09-22 07:43:03
LN0002481,CUST002648,MORTGAGE,250402.34,245040.2,5.07,36,CURRENT,2022-12-25,8759.15,BR024,LOAN_ORIGINATION_v2.1,2022-12-25 01:22:15
LN0002482,CUST004634,AUTO,14626.22,3256.79,19.67,60,CURRENT,2019-06-04,282.57,BR004,LOAN_ORIGINATION_v2.1,2019-06-04 12:50:38
LN0002483,CUST001808,PERSONAL,3374.12,688.38,13.41,12,90_DPD,2022-01-13,305.95,BR013,LOAN_ORIGINATION_v2.1,2022-01-13 22:26:10
LN0002484,CUST000259,MORTGAGE,194945.46,66047.1,6.02,120,30_DPD,2022-10-04,1629.19,BR018,LOAN_ORIGINATION_v2.1,2022-10-04 03:06:11
LN0002485,CUST002156,PERSONAL,46025.14,44386.39,8.28,36,60_DPD,2018-10-23,1605.93,BR008,LOAN_ORIGINATION_v2.1,2018-10-23 15:49:51
LN0002486,CUST004172,MORTGAGE,339305.44,289537.15,9.66,24,CURRENT,2019-06-22,17699.18,BR021,LOAN_ORIGINATION_v2.1,2019-06-22 16:47:42
LN0002487,CUST000943,MORTGAGE,261186.81,115390.27,15.56,24,30_DPD,2020-07-15,13150.95,BR017,LOAN_ORIGINATION_v2.1,2020-07-15 09:08:10
LN0002488,CUST004656,PERSONAL,28425.81,20084.88,22.37,180,CLOSED,2019-08-13,164.11,BR017,LOAN_ORIGINATION_v2.1,2019-08-13 01:33:17
LN0002489,CUST003313,AUTO,17083.66,12406.29,23.68,60,30_DPD,2022-06-22,320.02,BR012,LOAN_ORIGINATION_v2.1,2022-06-22 11:03:22
LN0002490,CUST001816,AUTO,28280.55,6421.06,17.63,24,CURRENT,2018-02-22,1378.7,BR003,LOAN_ORIGINATION_v2.1,2018-02-22 04:19:51
LN0002491,CUST001312,MORTGAGE,431908.68,93408.62,7.61,84,90_DPD,2023-01-07,6031.33,BR008,LOAN_ORIGINATION_v2.1,2023-01-07 03:52:07
LN0002492,CUST004123,CREDIT_LINE,2557.58,1095.46,15.73,120,CURRENT,2022-11-14,23.47,BR020,LOAN_ORIGINATION_v2.1,2022-11-14 06:15:14
LN0002493,CUST000492,CREDIT_LINE,24281.18,8105.33,6.68,24,CLOSED,2021-01-26,1013.09,BR002,LOAN_ORIGINATION_v2.1,2021-01-26 01:18:15
LN0002494,CUST002593,PERSONAL,11036.84,1120.02,13.21,180,CURRENT,2022-08-22,75.03,BR014,LOAN_ORIGINATION_v2.1,2022-08-22 02:55:19
LN0002495,CUST004271,MORTGAGE,229777.36,52175.87,23.22,24,30_DPD,2019-02-13,9591.74,BR010,LOAN_ORIGINATION_v2.1,2019-02-13 07:25:32
LN0002496,CUST002518,AUTO,35652.79,8194.51,4.37,84,CURRENT,2022-01-04,460.65,BR014,LOAN_ORIGINATION_v2.1,2022-01-04 23:38:31
LN0002497,CUST004201,MORTGAGE,171155.32,162068.19,14.61,120,30_DPD,2020-10-25,1504.52,BR020,LOAN_ORIGINATION_v2.1,2020-10-25 20:18:49
LN0002498,CUST002382,MORTGAGE,468109.97,166127.74,5.53,60,CURRENT,2020-09-28,8614.45,BR013,LOAN_ORIGINATION_v2.1,2020-09-28 03:39:03
LN0002499,CUST003872,AUTO,42231.79,30752.89,20.87,48,CURRENT,2019-03-23,1031.17,BR002,LOAN_ORIGINATION_v2.1,2019-03-23 01:01:38
LN0002500,CUST003134,AUTO,8524.99,6066.22,17.39,60,CURRENT,2021-03-26,152.33,BR025,LOAN_ORIGINATION_v2.1,2021-03-26 06:39:42
LN0002501,CUST002554,AUTO,52318.49,35024.06,15.87,360,90_DPD,2019-08-07,183.93,BR003,LOAN_ORIGINATION_v2.1,2019-08-07 19:38:35
LN0002502,CUST000891,AUTO,28767.9,10751.98,13.88,12,CURRENT,2019-03-08,2772.07,BR023,LOAN_ORIGINATION_v2.1,2019-03-08 01:42:25
LN0002503,CUST000289,MORTGAGE,573561.37,295919.16,8.84,36,CURRENT,2021-04-28,17571.03,BR018,LOAN_ORIGINATION_v2.1,2021-04-28 23:24:44
LN0002504,CUST003928,MORTGAGE,518147.86,312262.56,6.85,48,30_DPD,2020-08-11,13264.36,BR006,LOAN_ORIGINATION_v2.1,2020-08-11 17:20:38
LN0002505,CUST001253,CREDIT_LINE,8763.87,3274.81,8.03,48,CURRENT,2021-08-15,223.47,BR024,LOAN_ORIGINATION_v2.1,2021-08-15 09:05:22
LN0002506,CUST003388,MORTGAGE,574408.91,191888.58,23.89,24,CURRENT,2018-01-09,27399.88,BR025,LOAN_ORIGINATION_v2.1,2018-01-09 19:46:09
LN0002507,CUST000844,CREDIT_LINE,6599.66,5053.23,22.82,84,CURRENT,2018-06-24,86.0,BR006,LOAN_ORIGINATION_v2.1,2018-06-24 14:19:30
LN0002508,CUST004253,MORTGAGE,384107.21,319832.63,6.1,12,CLOSED,2018-11-23,34661.68,BR009,LOAN_ORIGINATION_v2.1,2018-11-23 14:25:31
LN0002509,CUST003376,MORTGAGE,98644.17,14605.73,15.98,360,90_DPD,2018-05-15,293.86,BR009,LOAN_ORIGINATION_v2.1,2018-05-15 07:17:24
LN0002510,CUST000067,MORTGAGE,381547.68,56987.63,14.87,12,CURRENT,2021-06-24,40922.49,BR017,LOAN_ORIGINATION_v2.1,2021-06-24 08:22:04
LN0002511,CUST002192,MORTGAGE,353899.23,201466.47,10.02,84,CURRENT,2021-03-06,4446.99,BR015,LOAN_ORIGINATION_v2.1,2021-03-06 12:58:53
LN0002512,CUST002845,AUTO,37786.52,16232.78,12.84,84,30_DPD,2021-12-23,489.41,BR005,LOAN_ORIGINATION_v2.1,2021-12-23 15:51:42
LN0002513,CUST002760,AUTO,36172.86,6431.1,8.02,12,30_DPD,2020-11-26,3132.41,BR014,LOAN_ORIGINATION_v2.1,2020-11-26 07:26:23
LN0002514,CUST000664,PERSONAL,16294.63,14213.76,19.9,36,CURRENT,2020-05-17,510.25,BR002,LOAN_ORIGINATION_v2.1,2020-05-17 19:33:33
LN0002515,CUST003662,PERSONAL,44673.5,24940.37,5.7,48,CURRENT,2019-06-27,1083.57,BR003,LOAN_ORIGINATION_v2.1,2019-06-27 17:49:31
LN0002516,CUST000221,PERSONAL,9899.75,6910.94,13.31,48,CURRENT,2018-03-09,244.78,BR004,LOAN_ORIGINATION_v2.1,2018-03-09 14:18:52
LN0002517,CUST001770,MORTGAGE,106376.02,60166.61,18.78,48,CURRENT,2023-01-06,2313.6,BR008,LOAN_ORIGINATION_v2.1,2023-01-06 18:54:41
LN0002518,CUST004231,CREDIT_LINE,23036.94,6535.0,19.22,84,CURRENT,2020-11-15,298.73,BR016,LOAN_ORIGINATION_v2.1,2020-11-15 22:19:07
LN0002519,CUST004477,CREDIT_LINE,16429.38,14555.62,18.91,12,CURRENT,2019-11-08,1770.19,BR012,LOAN_ORIGINATION_v2.1,2019-11-08 08:28:50
LN0002520,CUST004713,AUTO,33880.21,12536.39,20.92,84,30_DPD,2021-09-01,506.97,BR020,LOAN_ORIGINATION_v2.1,2021-09-01 09:35:56
LN0002521,CUST000108,AUTO,11866.44,3526.51,4.11,180,CURRENT,2022-09-18,75.65,BR017,LOAN_ORIGINATION_v2.1,2022-09-18 22:02:27
LN0002522,CUST000110,CREDIT_LINE,24986.9,17550.91,18.04,60,60_DPD,2018-11-16,455.42,BR005,LOAN_ORIGINATION_v2.1,2018-11-16 16:16:34
LN0002523,CUST004304,CREDIT_LINE,13338.42,7721.85,12.31,120,CURRENT,2019-09-12,126.49,BR001,LOAN_ORIGINATION_v2.1,2019-09-12 13:47:42
LN0002524,CUST002182,MORTGAGE,120858.01,51658.55,5.58,84,CURRENT,2020-12-14,1567.85,BR020,LOAN_ORIGINATION_v2.1,2020-12-14 12:40:19
LN0002525,CUST003804,PERSONAL,7008.53,5716.91,16.52,120,CURRENT,2022-06-08,60.23,BR012,LOAN_ORIGINATION_v2.1,2022-06-08 06:51:50
LN0002526,CUST002087,AUTO,42665.95,7027.86,14.31,180,60_DPD,2018-07-19,279.18,BR001,LOAN_ORIGINATION_v2.1,2018-07-19 06:07:49
LN0002527,CUST004357,PERSONAL,36732.37,10741.38,6.01,360,30_DPD,2021-07-12,107.2,BR009,LOAN_ORIGINATION_v2.1,2021-07-12 06:05:18
LN0002528,CUST000998,MORTGAGE,282980.46,226453.55,12.18,24,30_DPD,2021-03-08,13493.9,BR020,LOAN_ORIGINATION_v2.1,2021-03-08 20:33:54
LN0002529,CUST003071,MORTGAGE,218145.0,189553.39,22.33,36,30_DPD,2020-11-02,7394.71,BR025,LOAN_ORIGINATION_v2.1,2020-11-02 18:23:12
LN0002530,CUST004132,MORTGAGE,506236.21,88695.36,19.28,180,CURRENT,2020-07-12,3374.46,BR006,LOAN_ORIGINATION_v2.1,2020-07-12 21:19:43
LN0002531,CUST003891,AUTO,14005.92,2988.95,23.92,48,CURRENT,2022-01-12,364.6,BR004,LOAN_ORIGINATION_v2.1,2022-01-12 04:27:38
LN0002532,CUST001525,CREDIT_LINE,6382.29,5581.56,14.43,48,CURRENT,2018-04-22,165.81,BR002,LOAN_ORIGINATION_v2.1,2018-04-22 00:28:39
LN0002533,CUST003514,MORTGAGE,450669.76,224691.69,20.16,24,CURRENT,2019-09-27,19101.36,BR021,LOAN_ORIGINATION_v2.1,2019-09-27 21:16:13
LN0002534,CUST002995,MORTGAGE,592567.31,480813.46,14.78,24,CURRENT,2019-10-13,31269.86,BR015,LOAN_ORIGINATION_v2.1,2019-10-13 23:48:34
LN0002535,CUST000183,CREDIT_LINE,16472.76,8984.93,23.69,360,CURRENT,2022-10-26,46.03,BR011,LOAN_ORIGINATION_v2.1,2022-10-26 14:30:05
LN0002536,CUST000529,MORTGAGE,233492.1,46306.92,5.79,48,CLOSED,2023-04-09,5081.31,BR010,LOAN_ORIGINATION_v2.1,2023-04-09 09:42:25
LN0002537,CUST000278,CREDIT_LINE,587.25,160.78,21.19,180,CURRENT,2022-11-29,3.9,BR001,LOAN_ORIGINATION_v2.1,2022-11-29 19:31:25
LN0002538,CUST002052,CREDIT_LINE,7318.35,6649.27,12.35,180,30_DPD,2018-01-20,46.55,BR021,LOAN_ORIGINATION_v2.1,2018-01-20 13:51:10
LN0002539,CUST000627,AUTO,46858.31,12777.49,15.28,60,CURRENT,2019-02-08,801.62,BR011,LOAN_ORIGINATION_v2.1,2019-02-08 13:44:14
LN0002540,CUST003600,CREDIT_LINE,23598.2,14100.59,3.68,60,CURRENT,2023-03-28,409.09,BR001,LOAN_ORIGINATION_v2.1,2023-03-28 17:56:08
LN0002541,CUST000311,PERSONAL,22591.48,17089.78,10.95,60,CLOSED,2022-07-11,407.82,BR018,LOAN_ORIGINATION_v2.1,2022-07-11 18:58:58
LN0002542,CUST001036,MORTGAGE,171929.29,128568.03,24.55,180,CURRENT,2019-05-18,992.31,BR018,LOAN_ORIGINATION_v2.1,2019-05-18 02:56:35
LN0002543,CUST000098,CREDIT_LINE,10877.16,2326.04,7.3,180,CURRENT,2021-09-09,74.05,BR024,LOAN_ORIGINATION_v2.1,2021-09-09 16:49:43
LN0002544,CUST002229,PERSONAL,13467.31,12119.93,6.14,84,30_DPD,2020-04-21,162.16,BR015,LOAN_ORIGINATION_v2.1,2020-04-21 23:30:24
LN0002545,CUST000358,AUTO,44518.66,38538.02,24.27,12,CURRENT,2018-07-23,4172.75,BR024,LOAN_ORIGINATION_v2.1,2018-07-23 00:00:55
LN0002546,CUST001834,MORTGAGE,183948.7,21605.14,17.9,24,CURRENT,2022-03-03,8427.19,BR024,LOAN_ORIGINATION_v2.1,2022-03-03 05:35:27
LN0002547,CUST000187,CREDIT_LINE,24939.68,12823.44,8.62,48,CURRENT,2019-07-30,559.81,BR015,LOAN_ORIGINATION_v2.1,2019-07-30 16:51:13
LN0002548,CUST004049,MORTGAGE,241977.29,137486.86,24.26,120,60_DPD,2022-06-09,2410.11,BR024,LOAN_ORIGINATION_v2.1,2022-06-09 11:24:40
LN0002549,CUST002121,CREDIT_LINE,5248.97,4534.24,22.16,84,CURRENT,2019-05-17,62.98,BR006,LOAN_ORIGINATION_v2.1,2019-05-17 04:32:46
LN0002550,CUST001073,AUTO,33418.89,9130.56,14.63,12,CURRENT,2021-05-13,2877.38,BR016,LOAN_ORIGINATION_v2.1,2021-05-13 21:48:52
